BUS STOP ID,STOP_NAME,DESCRIPTION,LATITUDE,LONGITUDE,# BENCHES,# TRASHCANS,# SHELTERS,SHELTER_TYPE,# BIKERACKS
785,Springhill Baptist Church,Southbound Williston RD @ Nearside SE 1st ST,29.6332383,-82.319975,1,0,0,,0
786,Sweetwater on 16th Apartments (across),Westbound SE 16th AVE @ Farside SE Williston RD,29.63043365,-82.32412812,1,1,0,,0
787,Treehouse Village Apartments,Westbound SE 16th AVE @ Nearside S Main ST,29.63288127,-82.32594652,0,0,0,,0
788,Winn Dixie @ SW 16th Avenue,Westbound SW 16th AVE @ Nearside SW 6th ST,29.63629061,-82.32859485,1,1,1,Metal,0
789,Sun Bay Apartments,Westbound SW 16th AVE @ Farside SW 6th ST,29.63660794,-82.33246919,3,0,1,Wood,0
790,Parklands Care Center,Westbound SW 16th AVE @ Farside SW 10th TER,29.63668844,-82.33576635,1,1,1,Metal,0
791,Oakbrook Walk Condominiums @ SW 16th Avenue,Westbound SW 16th AVE @ Nearside SW 13th ST,29.63656394,-82.33828968,2,1,0,,0
794,Sai Quick Stop,Eastbound SW 16th AVE @ Farside SW 13th ST,29.63637861,-82.33806602,1,1,0,,0
795,The Retreat Apartments,Eastbound SW 16th AVE @ Farside SW 10th TER,29.63648468,-82.33557044,4,0,1,Wood,4
796,Sun Bay Apartments,Eastbound SW 16th AVE @ Nearside SW 6th ST,29.63639392,-82.3325412,0,0,0,,0
797,Hume Hall,Westbound Museum RD @ Farside Gale Lemerand DR,29.64495067,-82.35220232,0,1,1,Metal,0
798,Sigma Alpha Epsilon,Westbound Museum RD @ Nearside Woodlawn DR,29.64497411,-82.35529526,1,2,0,,0
800,Corry Village,Southbound Museum RD @ Farside Village DR,29.64494161,-82.36071266,0,0,0,,0
801,UF Bat Houses,Southbound Museum RD @ Nearside Radio RD,29.64265544,-82.36404001,0,0,0,,0
802,Lakeside Apartments,Westbound Radio RD @ Farside Museum RD,29.6423183,-82.36645192,1,2,0,,0
803,UF Counseling and Wellness Center,Westbound Radio RD @ Nearside Bledsoe DR,29.64230641,-82.3689536,0,0,1,Metal,10
804,Family Housing,Southbound Bledsoe DR @ Farside Radio RD,29.64110603,-82.36936099,1,0,0,,0
806,Southwest Recreation Center,Southbound Bledsoe DR @ Nearside Hull RD,29.6381128,-82.36936377,1,0,0,,0
807,University Village South Apartments,Westbound Hull RD @ Nearside SW 34th ST,29.6377478,-82.37037284,1,0,0,,0
808,Hilton University of Florida Conference Center,Southbound SW 34th ST @ Nearside SW 19th AVE,29.63589333,-82.37267961,0,0,0,,0
810,Windsor Terrace Apartments,Westbound SW 20th AVE @ Farside SW 34th ST,29.63422252,-82.37490668,1,1,1,Metal,0
811,Pinnacle Point Apartments,Westbound SW 20th AVE @ Farside SW 38th ST,29.63411361,-82.37768501,6,2,2,Metal,0
813,Kensington Apartments North,Westbound SW 20th AVE @ Farside SW 38th TER,29.63412278,-82.3827975,1,0,0,,0
814,Pinetree Gardens,Westbound SW 20th AVE @ Farside SW 40th TER,29.63450495,-82.38520181,2,1,0,,0
815,Daily Mart,Westbound SW 20th AVE @ Farside SW 42nd DR,29.63573114,-82.38820978,1,1,0,,0
816,Canopy Apartments,Westbound SW 20th AVE @ Farside SW 43rd ST,29.63695894,-82.39018584,0,0,0,,0
817,Cabana Beach Apartments,Eastbound SW 52 BLVD @ Nearside SW 20th AVE,29.63787361,-82.39761233,0,0,0,,0
818,Redpoint Apartments,Northbound SW 62nd BLVD @ Farside SW 20th AVE,29.64116777,-82.39814017,0,0,1,Concrete,0
819,Rockwood Villas Apartments,Northbound SW 62nd BLVD @ Farside SW 9th PL,29.64482577,-82.39924759,1,1,0,,0
820,Spyglass Apartments,Northbound SW 62nd BLVD @ Nearside SW 4th PL,29.64679547,-82.40084313,0,1,0,,0
822,Palm Garden of Gainesville,Northbound SW 62nd BLVD @ Nearside SW 4th PL,29.6499301,-82.4070256,0,0,0,,0
823,Hampton Oaks Apartments,Northbound SW 62nd BLVD @ Nearside NW 1st PL,29.65241577,-82.40879566,0,0,0,,0
824,Hampton Oaks Apartments,Southbound SW 62nd BLVD @ Farside NW 1st PL,29.65165844,-82.40897083,3,1,1,Architectural,0
825,The Earl Apartments,Southbound SW 62nd BLVD @ Farside NW 4th PL,29.65005587,-82.40779139,0,0,0,,0
827,Lakewood Villas Apartments,Southbound SW 62nd BLVD @ Farside SW 52nd St,29.64632639,-82.40065519,2,1,1,Concrete,0
828,Rockwood Villas Apartments,Southbound SW 62nd BLVD @ Nearside SW 9th PL,29.64419658,-82.39896493,1,1,0,,0
829,The District Apartments,Southbound SW 62nd BLVD @ Nearside SW 20th AVE,29.64155291,-82.39837926,3,0,1,Architectural,0
830,Cabana Beach Apartments,Eastbound SW 20th AVE @ Farside SW 52nd ST,29.63951711,-82.3952695,6,0,1,Wood,10
832,Liv Apartments,Eastbound SW 20th AVE @ Farside SW 42nd DR,29.63543861,-82.38808767,3,1,1,Metal,0
833,Addison Lane,Eastbound SW 20th AVE @ Nearside SW 40th TER,29.63429594,-82.3848395,2,1,1,Wood,0
835,Kensington Apartments South,Eastbound SW 20th AVE @ Nearside SW 38th TER,29.63395828,-82.381892,2,1,1,Wood,4
837,The Park Apartments,Eastbound SW 20th AVE @ Nearside SW 37th WAY,29.63395094,-82.37771617,6,2,2,Metal,0
838,West 20 Apartments,Eastbound SW 20th AVE @ Nearside SW 34th ST,29.63403933,-82.37515778,3,0,1,Concrete,0
839,Florida Department Of Agriculture,Northbound SW 34th ST @ Farside SW 20th AVE,29.63544611,-82.37237567,1,1,1,Metal,0
840,Hilton University of Florida Conference Center,Northbound SW 34th ST @ Nearside Hull RD,29.63736094,-82.37235534,0,0,0,,0
842,Southwest Recreation Center,Northbound Bledsoe DR @ Farside Hull RD,29.63817061,-82.36924684,1,3,0,,0
844,Maguire Field,Northbound Bledsoe DR @ Nearside Radio RD,29.6409678,-82.36924759,2,0,1,Metal,0
845,Lakeside Residential Complex,Eastbound Radio RD @ Nearside Museum RD,29.64219911,-82.36609918,0,3,1,Architectural,0
846,Lakeside Residential Complex,Eastbound Radio RD @ Nearside Museum RD,29.64224077,-82.36428101,2,2,1,Metal,0
847,Corry Village,Northbound Museum RD @ Nearside Village DR,29.64477438,-82.36087488,2,2,0,,0
848,Lake Alice Field,Eastbound Museum RD @ Farside Fraternity DR,29.64487467,-82.35671767,2,0,0,,0
849,Hume Hall,Eastbound Museum RD @ Nearside Gale Lemerand DR,29.64483661,-82.35198835,0,0,0,,14
850,GRU Administration Building,Eastbound SE 4th AVE @ Farside SE 4th ST,29.64831694,-82.32136902,0,0,0,,0
851,Eastbound SE 4th Avenue @ SE 8th Street,Eastbound SE 4th AVE @ Nearside SE 8th ST,29.64813677,-82.31655902,0,0,0,,0
852,Triangle Club,Eastbound SE 4th AVE @ Nearside 11th ST,29.64818319,-82.31267957,0,0,0,,0
853,Northbound SE 11th Street @ SE 2nd Avenue,Northbound SE 11th ST @ Nearside SE 2nd AVE,29.64988527,-82.31131336,0,0,0,,0
855,Walgreens @ NE 3rd Avenue,Northbound Waldo RD @ Nearside NE 3rd AVE,29.6534051,-82.31038969,0,0,0,,0
856,UF Health Family Medicine Eastside (across),Northbound Waldo RD @ Farside NE 5th AVE,29.65501537,-82.30927575,0,0,0,,0
857,Episcopal Children's Services (across),Northbound Waldo RD @ Nearside NE 8th AVE,29.65653916,-82.30825346,0,0,0,,0
858,Lakeside Housing Complex,Northbound Museum RD @ Nearside Radio RD,29.64123127,-82.36410034,2,2,0,,0
859,Cabana Beach Apartments,Westbound SW 52nd BLVD @ Nearside SW 20th AVE,29.63807828,-82.39798767,1,0,0,,0
865,Department of Children and Families,Eastbound NE 16th AVE @ Farside NE 9th ST,29.66648643,-82.31363686,1,1,0,,0
867,Auto Audio,Eastbound NE 16th AVE @ Nearside NE 12th ST,29.66645793,-82.31060719,0,0,0,,0
868,Allison Apartments,Eastbound NE 16th AVE @ Nearside NE 15th ST,29.66645026,-82.30593865,1,0,0,,0
869,Fair View Apartments,Eastbound NE 16th AVE @ Nearside NE 16th TER,29.66643406,-82.30408831,1,1,0,,0
870,Tacachale Center,Northbound Waldo RD @ Nearside NE 16th AVE,29.66621105,-82.30183492,0,0,0,,0
871,Family Worship Center,Northbound Waldo RD @ Farside NE 21st PL,29.67019032,-82.29910378,0,0,0,,0
872,University of Florida Eastside Campus @ Waldo Road,Northbound Waldo RD @ Nearside NE 23rd AVE,29.671875,-82.29799935,0,0,0,,0
877,Quick Mart @ NE 15th Street,Northbound NE 15th ST @ Nearside NE 39th AVE,29.68815493,-82.30567869,1,1,0,,0
878,Ironwood Golf Course,Eastbound NE 39th AVE @ Farside Waldo RD,29.68779109,-82.29660969,0,0,0,,0
896,University of Florida Eastside Campus @ Waldo Road,Southbound Waldo RD @ Farside NE 21st PL,29.67176736,-82.29833884,2,1,1,Metal,0
897,Crab House,Southbound Waldo RD @ Farside Ne 18th PL,29.66803508,-82.30084745,0,0,0,,0
898,Rose Food Store,Westbound NE 16th AVE @ Nearside NE 16th WAY,29.66655025,-82.30327515,1,1,0,,0
899,16th Avenue @ NE 15th Street,Westbound NE 16th AVE @ Nearside NE 15th ST,29.66658375,-82.30568848,1,0,0,,0
900,Auto Audio,Westbound NE 16th AVE @ Nearside NE 12th ST,29.66661993,-82.31012186,1,0,0,,0
902,Department of Children and Families,Westbound NE 16th AVE @ Nearside NE 9th ST,29.66660264,-82.3137588,2,1,1,Metal,0
909,Episcopal Children's Services,Southbound Waldo RD @ Farside NE 8th AVE,29.65654393,-82.30849403,1,1,1,Metal,0
910,UF Health Family Medicine Eastside,Southbound Waldo RD @ Farside NE 5th AVE,29.65502911,-82.30949489,2,1,1,Metal,0
912,Kangaroo @ Waldo Road,Southbound Waldo RD @ Nearside E University AVE,29.65272095,-82.3110917,1,1,0,,0
913,Southbound SE 11th Street @ SE 2nd Avenue,Southbound SE 11th ST @ Nearside SE 2nd AVE,29.65031018,-82.31161287,0,0,0,,0
915,Triangle Club,Westbound SE 4th AVE @ Farside SE 11th ST,29.64828715,-82.31260031,1,1,1,Metal,0
917,Westbound SE 4th Avenue @ SE 8th Street,Westbound SE 4th AVE @ Nearside SE 8th ST,29.64827988,-82.31635951,0,0,0,,0
920,GRU Administration Building,Westbound SE 4th AVE @ Nearside SE 4th ST,29.64841357,-82.32146051,1,0,0,,0
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,29.6485296,-82.34495985,0,6,2,Metal,1
926,Leigh Hall,Northbound Buckman DR @ Nearside W University AVE,29.65063778,-82.34467313,0,0,0,,0
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,29.6510556,-82.34974301,0,0,0,,0
929,O'Connell Center @ Stadium Road,Westbound Stadium RD @ Farside Gale Lemerand DR,29.6485231,-82.35048301,1,3,0,,0
930,Gale Lemerand Athletic Center,Westbound Stadium RD @ Nearside Woodlawn DR,29.6483911,-82.35373268,0,0,0,,0
932,UF Law School,Westbound SW 2nd AVE @ Nearside SW 26th ST,29.6504552,-82.35909502,1,1,0,,0
934,Campus Church of Christ,Westbound SW 2nd AVE @ Farside SW 26th ST,29.65042794,-82.36276034,0,0,0,,0
935,Westbound SW 2nd Avenue @ SW 30th Street,Westbound SW 2nd AVE @ Nearside SW 30th ST,29.65048094,-82.36726918,0,0,0,,0
936,Publix @ SW 34th Street,Westbound SW 2nd AVE @ Nearside SW 34th ST,29.65043748,-82.37073148,1,1,1,Metal,0
937,Point West Apartments,Southbound SW 34th ST @ Farside SW 2nd Ave,29.64799127,-82.37252484,0,0,0,,0
938,Maguire Village @ SW 34th Street,Southbound SW 34th ST @ Nearside Radio RD,29.64243211,-82.37264884,0,0,0,,0
939,Orthopaedics and Sports Medicine Institute,Southbound SW 34th ST @ Nearside Hull RD,29.63788461,-82.37266767,0,0,0,,0
942,34th Street Plaza,Southbound SW 34th ST @ Farside SW 20th AVE,29.63269014,-82.37269976,1,1,0,,0
943,Kelly's Kwik Stop,Southbound SW 34th ST @ Farside SW 24th AVE,29.62974544,-82.37273201,0,0,0,,0
945,Ridgemar Commons,Eastbound SW 35th PL @ Farside SW 32nd TER,29.62156578,-82.37041567,1,1,0,,1
946,Victoria Station Apartments,Eastbound SW 35th PL @ Farside SW 32nd TER,29.62084845,-82.36842368,2,0,1,Wood,0
947,Gainesville Place Apartments @ SW 35th Place,Eastbound SW 35th PL @ Farside SW 28th TER,29.61968251,-82.36507941,1,1,1,Metal,0
949,Lexington Crossing Apartments,Southbound SW 27th ST @ Farside SW 35th PL,29.61698278,-82.36263418,0,0,0,,0
950,Lexington Crossing Apartments,Southbound SW 27 PL @ Nearside SW 38th PL,29.61536761,-82.36244534,0,0,0,,0
951,Southbound SW 26th Drive @ SW 40th Place,Southbound SW 26th DR @ Nearside SW 40th PL,29.61413182,-82.36121169,1,1,0,,0
952,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,29.62192044,-82.36515984,3,0,1,Wood,0
953,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,29.62347528,-82.36550084,3,0,1,Wood,0
954,Enclave Apartments,Westbound SW 28th PL @ Farside SW 28th PL,29.625581,-82.36635733,2,0,1,Metal,0
955,SW 32nd Ter @ Old Archer Rd,Northbound Old Archer RD @ Nearside SW 31st TER,29.62732828,-82.37072884,0,0,0,,0
956,Old Archer Road @ SW 34th Street,Westbound Old Archer RD @ Nearside SW 34th ST,29.62610628,-82.37217434,0,0,0,,0
957,The Trails Apartments,Northbound SW 34th ST @ Farside Windmeadows BLVD,29.6293415,-82.37241262,1,1,0,,0
958,34th Street Plaza Northbound,Northbound SW 34th ST @ Nearside SW 20th AVE,29.63155861,-82.37240934,1,0,0,,0
959,Maguire Village @ SW 34th Street,Northbound SW 34th ST @ Nearside Radio RD,29.64207044,-82.37232667,0,0,0,,0
960,34th Street Wall,Northbound SW 34th ST @ Nearside SW 2nd Ave,29.64625762,-82.37230727,0,0,0,,0
962,Keys Residential Complex,Eastbound Stadium RD @ Farside Woodlawn DR,29.64825078,-82.35474623,1,2,0,,0
963,Keys Residential Complex,Eastbound Stadium RD @ Nearside Woodlawn DR,29.64820944,-82.35300968,1,2,0,,0
965,Gator Corner Dining,Eastbound Stadium RD @ Nearside Gale Lemerand DR,29.64853144,-82.35011418,1,2,0,,36
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,29.6485696,-82.34733385,2,0,0,,0
967,Hunters Run Apartments,Westbound Williston RD @ Farside SW 25th TER,29.6120404,-82.3593791,1,1,1,Metal,0
968,Hideaway Apartments,Westbound Williston RD @ Nearside SW 29Th Dr,29.60890011,-82.36401368,2,1,1,Wood,0
969,Nationwide Insurance @ Williston Road,Westbound Williston RD @ Farside SW 29Th Dr,29.6061827,-82.36775094,0,0,0,,0
970,Williston Plaza,Northbound SW 34th ST @ Farside Williston RD,29.60593628,-82.37105451,1,1,0,,0
971,US Post Office @ SW 34th Street,Northbound SW 34th ST @ Nearside SW 47th AVE,29.60899095,-82.37131384,0,0,0,,0
972,Laurels Apartments,Northbound SW 34th ST @ Farside SW 47th AVE,29.61150395,-82.37156334,2,1,1,Metal,0
974,Dollar General,Northbound SW 34th ST @ Farside SW 42 PL,29.61481845,-82.37192334,1,1,1,Metal,0
977,Millennium Center,Northbound NW 43rd ST @ Farside Newberry RD,29.65644027,-82.38992983,1,1,1,Concrete,0
978,Lenox Place,Northbound NW 43rd ST @ Nearside NW 9th Pl,29.66093494,-82.38884984,0,0,0,,0
979,Landmark Woods Neighborhood,Northbound NW 43rd ST @ Nearside NW 12th AVE,29.66328133,-82.38891734,0,0,0,,0
980,NW 14th Place @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 14th PL,29.66538784,-82.38892077,0,0,0,,0
981,Northbound NW 43rd Street @ NW 16th Place,Northbound NW 43rd ST @ Nearside NW 16th PL,29.6669586,-82.388857,0,0,0,,0
983,Millhopper Pines Apartments,Northbound NW 43rd ST @ Farside NW 18th PL,29.67061895,-82.38885043,0,0,0,,0
984,Millhopper Square,Northbound NW 43rd ST @ Nearside NW 16th BLVD,29.67246,-82.38886392,1,1,1,Metal,0
985,Thorn Brook Shops,Northbound NW 43rd ST @ Farside NW 16th BLVD,29.67506201,-82.38885485,0,0,0,,0
986,Bank of America @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 27th LN,29.6777446,-82.388858,1,0,0,,0
987,Millhopper Branch Library,Northbound NW 43rd ST @ Farside NW 31st AVE,29.68202931,-82.38884342,2,1,1,Metal,0
988,Monterey Neighborhood,Northbound NW 43rd ST @ Farside NW 34th AVE,29.68511193,-82.388816,0,0,0,,0
989,Pinewood Apartments,Westbound NW 39th AVE @ Farside NW 43rd ST,29.68878554,-82.39034704,2,0,1,Metal,0
990,Magnolia Parke,Westbound NW 39th AVE @ Nearside NW 46th TER,29.68878626,-82.39289991,3,0,1,Concrete,0
992,NW 39th Ave @ NW 51st St,Westbound NW 39th AVE @ Nearside NW 51st ST,29.6887861,-82.39709633,1,0,0,,0
993,Huntington Lakes Apartments,Westbound NW 39th AVE @ Farside NW 53rd ST,29.6888296,-82.3998465,1,0,0,,0
994,Faith Presbyterian Church,Westbound NW 39th AVE @ Farside NW 53rd ST,29.68890519,-82.4058531,0,0,0,,0
995,Summer Creek Neighborhood,Westbound NW 39th AVE @ Nearside NW 64th ST,29.68890213,-82.41076826,1,0,0,,0
996,Emerald Woods Neighborhood,Westbound NW 39th AVE @ Nearside NW 59th ST,29.68890359,-82.41596868,0,0,0,,0
997,Robin Lane Neighborhood,Westbound NW 39th AVE @ Nearside NW 75th ST,29.68889443,-82.42212199,0,0,0,,0
998,Springhill Professional Center,Southbound NW 83rd ST @ Farside NW 39th AVE,29.687608,-82.43036,0,0,0,,0
999,Northridge Neighborhood,Southbound NW 83rd ST @ Nearside NW 36th AVE,29.686069,-82.43036921,0,0,0,,0
1000,The Arc,Southbound NW 83rd ST @ Farside North RD,29.68383122,-82.43037969,0,0,0,,0
1001,Santa Fe College @ NW 83rd Street,Southbound NW 83rd ST @ Nearside Administration RD,29.68070888,-82.43039198,0,0,0,,0
1002,Santa Fe College @ NW 83rd Street,Northbound NW 83rd ST @ Nearside NW 31st AVE,29.68060993,-82.43026999,1,0,0,,0
1003,The Arc,Northbound NW 83rd ST @ Farside North RD,29.68389593,-82.43021649,1,0,1,Metal,0
1004,Windsor Assisted Living,Northbound NW 83rd ST @ Farside NW 36th AVE,29.68579267,-82.43022521,0,0,0,,0
1005,Springhill Professional Center,Northbound NW 83rd ST @ Nearside NW 39th AVE,29.688391,-82.430213,1,1,0,,0
1006,Robin Lane Neighborhood,Eastbound NW 39th AVE @ Farside NW 75th ST,29.688643,-82.422159,1,1,0,,0
1007,Unicorn Hill Farm,Eastbound NW 39th AVE @ Nearside NW 69th ST,29.68867876,-82.41615716,0,0,0,,0
1008,Greystone Community,Eastbound NW 39th AVE @ Nearside NW 63rd ST,29.68868176,-82.40998049,1,0,0,,0
1009,Faith Presbyterian Church,Eastbound NW 39th AVE @ Farside NW 63rd ST,29.68865393,-82.40592283,0,0,0,,0
1010,Huntington Lakes Apartments,Eastbound NW 39th AVE @ Nearside NW 53rd ST,29.68859443,-82.40046483,1,0,0,,0
1011,NW Grille Seafood,Eastbound NW 39th AVE @ Nearside NW 51st ST,29.68852843,-82.397711,1,1,0,,0
1012,Autumn Woods Neighborhood,Eastbound NW 39th AVE @ Nearside NW 48th TER,29.68857376,-82.39488333,1,1,0,,0
1013,Pine Woods Apartments,Eastbound NW 39th AVE @ Nearside NW 45th ST,29.68854768,-82.39126286,1,1,0,,0
1014,Allstate Insurance,Southbound NW 43rd ST @ Nearside NW 37th PL,29.68773143,-82.38907083,1,0,0,,0
1015,Southbound NW 43rd Street @ NW 33rd Court,Southbound NW 43rd ST @ Nearside NW 33rd CT,29.684033,-82.38907333,0,0,0,,0
1016,Millhopper Branch Library,Southbound NW 43rd ST @ Nearside NW 31st AVE,29.6815862,-82.3892215,0,0,0,,0
1017,Sunstate Insurance,Southbound NW 43rd ST @ Nearside NW 27th AVE,29.67644934,-82.38909345,1,1,1,Concrete,1
1018,CVS @ Millhopper,Southbound NW 43rd ST @ Nearside NW 23rd AVE,29.67491241,-82.38909898,0,0,0,,0
1019,NW 43rd St @ NW 23rd Ave,Southbound NW 43rd ST @ Farside NW 23rd AVE,29.67212113,-82.38910801,1,1,1,Metal,0
1020,Southbound NW 43rd Street @ NW 19th Avenue,Southbound NW 43rd ST @ Nearside NW 19th AVE,29.670114,-82.38912,0,0,0,,0
1022,Southbound NW 43rd Street @ NW 15th Place,Southbound NW 43rd ST @ Nearside NW 15th PL,29.66678943,-82.3891125,1,0,0,,0
1023,Suburban Heights Neighborhood,Southbound NW 43rd ST @ Nearside NW 13th AVE,29.66487982,-82.38914371,0,0,0,,0
1024,Landmark Woods Neighborhood,Southbound NW 43rd ST @ Farside NW 12th AVE,29.66322427,-82.38917833,0,0,0,,0
1025,Landmark Woods Neighborhood,Southbound NW 43rd ST @ Nearside NW 9th PL,29.66139806,-82.38917626,0,0,0,,0
1026,NW 43rd St @ NW 8th Ave,Southbound NW 43rd ST @ Farside NW 8th AVE,29.65838144,-82.38943867,0,0,0,,0
1027,Butler Plaza West @ Clark Butler Boulevard,Southbound SW 37th BLVD @ Nearside Archer RD,29.62132828,-82.38091884,1,0,0,,0
1028,Pollo Tropical @ Butler Plaza West,Westbound Archer RD @ Farside SW 37th BLVD,29.62015704,-82.38110275,1,0,0,,3
1033,SW Archer Road @ SW 50th Street,Westbound Archer RD @ Nearside SW 50th ST,29.61213662,-82.39635156,0,0,0,,0
1034,Madison Cove Apartments,Westbound Archer RD @ Nearside SW 56th TER,29.6094767,-82.40145213,3,1,1,Concrete,0
1035,Kanapaha Botanical Gardens,Westbound Archer RD @ Nearside SW 56th TER,29.60868089,-82.40295312,0,0,0,,0
1036,Westgate Manor,Westbound Archer RD @ Farside SW 58th DR,29.60730781,-82.40556093,1,1,0,,0
1038,SW Archer Rd @ SW 63rd Blvd,Westbound Archer RD @ Nearside SW 63rd BLVD,29.60552727,-82.40896546,1,0,0,,0
1039,Kanapaha Station Plaza,Westbound Archer RD @ Nearside SW 66th ST,29.60343675,-82.41295365,1,0,0,,0
1040,Okito America,Westbound Archer RD @ Nearside SW 69th TER,29.60210729,-82.41547584,1,1,0,,0
1041,Bank of America @ Tower Square on Archer Road,Westbound Archer RD @ Farside SW 75th ST,29.60045409,-82.41862589,1,0,0,,0
1042,Publix @ Tower Square on SW 75th Street,Northbound SW 75th ST @ Farside Archer RD,29.60016778,-82.42051466,1,1,0,,0
1043,Asbury Park Apartments,Northbound SW 75th ST @ Nearside SW 53rd PL,29.60368778,-82.42257483,1,1,1,Concrete,0
1044,Kanapaha Middle School,Northbound SW 75th ST @ Farside SW 51st BLVD,29.60702578,-82.42254033,0,0,0,,0
1046,Tower Village Apartments,Northbound SW 75th ST @ Nearside SW 45th PL,29.61239761,-82.42249999,1,1,0,,0
1047,Veterans Memorial Park,Northbound SW 75th ST @ Nearside SW 42nd PL,29.61490988,-82.42249532,2,1,1,Metal,0
1048,Garison Way,Northbound SW 75th ST @ Nearside SW 36th AVE,29.61952617,-82.42244908,0,0,1,concrete,0
1049,Tower Road Branch Library,Northbound SW 75th ST @ Farside SW 24th AVE,29.62610332,-82.42245869,0,0,0,,0
1050,Bellamy Grand Apartments,Northbound SW 75th ST @ Nearside SW 24th AVE,29.62839661,-82.42237099,0,0,0,,0
1051,Walgreens @ SW 24th Avenue,Eastbound SW 24th AVE @ Farside SW 75th ST,29.63045928,-82.42134133,1,0,0,,0
1053,Galen College of Nursing,Eastbound SW 24th AVE @ Farside SW 70th TER,29.63090094,-82.41804366,0,0,0,,0
1054,Tower Oaks Glen Eastbound,Eastbound SW 24th AVE @ Farside SW 19th CT,29.63488728,-82.41419516,1,1,0,,0
1055,Split Rock Conservation Area,Eastbound SW 24th AVE @ Farside SW 61st ST,29.63921277,-82.410517,1,0,0,,0
1056,SW 61st St @ SW 20th Ave,Northbound SW 61st ST @ Farside SW 20th AVE,29.64057111,-82.4071445,1,1,0,,0
1057,Linton Oaks Neighborhood,Northbound SW 61st ST @ Farside SW 10th PL,29.64318674,-82.40819003,1,0,0,,0
1058,Shell Rock Villas Neighborhood,Northbound SW 61st ST @ Nearside SW 8th PL,29.64458307,-82.40916671,0,0,0,,0
1059,Southwest Advocacy Group,Southbound SW 64th TER @ Farside SW 8th AVE,29.64472461,-82.41154916,0,0,0,,0
1061,SW 63rd Ter @ SW 8th Ave,Northbound SW 63rd TER @ Nearside SW 8th AVE,29.645188,-82.411097,1,1,0,,0
1062,Linton Oaks Neighborhood,Southbound SW 61st ST @ Nearside SW 10th PL,29.643025,-82.40822137,1,1,0,,0
1063,Linton Oaks Neighborhood,Southbound SW 61st ST @ Nearside SW 20th AVE,29.64045782,-82.40726909,1,1,0,,0
1064,Treebecka Park Apartments,Westbound SW 20th AVE @ Farside SW 61st ST,29.63850697,-82.41193826,0,0,0,,0
1065,Tower Oaks Glen,Westbound SW 24th AVE @ Farside SW 19th CT,29.63480952,-82.41438111,1,1,0,,0
1066,SW 24th Ave @ SW 70th Ter,Westbound SW 24th AVE @ Farside SW 70th TER,29.63102836,-82.41807139,1,1,0,,0
1067,Carriage House Lane,Westbound SW 24th AVE @ Nearside SW 73rd TER,29.63058694,-82.42042299,1,0,0,,0
1068,CVS Pharmacy @ SW 75th Street,Northbound SW 75th ST @ Farside SW 24th AVE,29.63119994,-82.42237683,0,0,0,,0
1069,Sunrise Subdivision,Northbound SW 75th ST @ Farside SW 19th PL,29.63549478,-82.42240916,0,0,0,,0
1071,The Woodlands Neighborhood,Northbound SW 75th ST @ Nearside SW 10th PL,29.64260511,-82.42238316,0,0,0,,0
1072,Sparrow Apartments,Eastbound SW 8th AVE @ Farside SW 75th ST,29.64506461,-82.42133833,0,0,0,,0
1074,Holly Heights Apartments,Northbound SW 70th TER @ Nearside SW 6th PL,29.64613944,-82.41768883,1,1,0,,0
1077,Eastbound SW 6th Place @ SW 67th Terrace,Eastbound SW 6th PL @ Nearside SW 67th TER,29.64660627,-82.41457849,1,1,0,,0
1078,Gordon Manor Neighborhood,Westbound SW 8th Ave @ Farside SW 67th Ter,29.6452735,-82.415383,1,1,0,,0
1079,Holly Heights,Westbound SW 8th AVE @ Farside SW 70th TER,29.6454,-82.41691,0,0,0,,0
1081,Sparrow Apartments,Westbound SW 8th AVE @ Farside SW 75th ST,29.6453256,-82.4208109,1,1,0,,0
1082,Sparrow Apartments,Northbound SW 75th ST @ Farside SW 8th AVE,29.64594477,-82.42232566,1,0,0,,0
1083,Cricket Club Apartments,Northbound SW 75th ST @ Farside SW 8th AVE,29.64793527,-82.42229716,1,1,0,,0
1084,Reflections Apartments,Northbound SW 75th ST @ Nearside SW 1st PL,29.65071116,-82.42226733,1,0,0,,0
1085,The Gardens Apartments,Northbound SW 75th ST @ Nearside W University AVE,29.65306977,-82.42224716,1,0,0,,0
1087,Pine Meadow Apartments,Eastbound W University AVE @ Farside SW 75th ST,29.65326344,-82.41862299,1,1,1,Metal,0
1089,Harbor Cove Apartments,Eastbound W University AVE @ Nearside NW 4th BLVD,29.65318727,-82.41499149,1,1,0,,0
1091,Home Depot @ NW 4th Boulevard,Westbound NW 4th BLVD @ Nearside NW 75th ST,29.65618235,-82.41849854,0,0,0,,0
1093,Park Place Car Wash,Westbound NW 4th BLVD @ Nearside SW 75th ST,29.65629527,-82.42137633,1,1,0,,0
1094,Tower Road @ Newberry Road,Northbound SW 75th ST @ Nearside Newberry RD,29.65934227,-82.42224133,1,1,0,,0
